OrderDate,Region,Country,City,Salesperson,Channel,Category,Product,Quantity,UnitPrice,UnitCost
2024-06-29,Europe,UK,London,Hiro,Online,Electronics,Headphones,8,378.08,161.97
2024-05-24,APAC,India,Mumbai,Diana,Distributor,Electronics,Tablet,3,183.84,142.79
2024-06-09,North America,USA,Los Angeles,Frank,Store,Office Supplies,Planner,9,326.76,246.77
2024-03-30,APAC,China,Beijing,Ivan,Online,Office Supplies,Planner,2,78.05,34.83
2024-07-31,Europe,UK,London,Grace,Distributor,Office Supplies,Planner,7,438.11,302.12
2024-10-28,APAC,India,Mumbai,Hiro,Store,Appliances,Coffee Maker,5,452.2,192.9
2024-11-11,APAC,Australia,Sydney,Frank,Distributor,Appliances,Microwave,8,411.81,279.19
2024-02-21,Europe,Germany,Berlin,Diana,Online,Appliances,Coffee Maker,3,229.94,99.74
2024-04-15,Europe,Spain,Madrid,Grace,Distributor,Electronics,Smartphone,5,70.27,43.81
2024-02-10,North America,USA,Los Angeles,Elena,Store,Furniture,Bookshelf,9,367.3,242.75
2024-08-24,North America,USA,Los Angeles,Bob,Store,Office Supplies,Planner,5,349.32,199.8
2024-01-26,APAC,Japan,Tokyo,Elena,Store,Appliances,Microwave,3,48.03,29.64
2024-02-15,LATAM,Chile,Santiago,Elena,Distributor,Appliances,Blender,6,396.6,229.46
2024-10-10,APAC,China,Beijing,Carlos,Distributor,Office Supplies,Planner,2,198.28,115.01
2024-11-18,APAC,Australia,Sydney,Grace,Store,Office Supplies,Pen Set,9,221.18,116.68
2024-05-08,North America,Canada,Vancouver,Grace,Distributor,Electronics,Headphones,9,23.44,13.06
2024-05-10,LATAM,Argentina,Buenos Aires,Hiro,Distributor,Furniture,Lamp,8,193.53,90.33
2024-10-29,APAC,India,Mumbai,Alice,Distributor,Furniture,Desk,5,326.41,136.41
2024-07-21,Europe,France,Paris,Alice,Store,Appliances,Coffee Maker,1,179.48,82.88
2024-03-29,APAC,China,Beijing,Alice,Online,Furniture,Lamp,2,322.08,172.71
2024-08-09,APAC,India,Mumbai,Carlos,Online,Office Supplies,Notebook,1,59.62,44.05
2024-08-26,North America,Canada,Vancouver,Frank,Online,Electronics,Smartphone,8,188.65,91.9
2024-01-07,Europe,Germany,Berlin,Hiro,Distributor,Furniture,Desk,6,232.46,156.98
2024-05-05,LATAM,Argentina,Buenos Aires,Frank,Distributor,Electronics,Smartphone,2,247.94,101.91
2024-08-23,LATAM,Argentina,Buenos Aires,Carlos,Online,Office Supplies,Notebook,3,482.37,267.08
2024-06-20,APAC,China,Beijing,Grace,Online,Appliances,Coffee Maker,6,463.56,262.22
2024-09-08,APAC,India,Mumbai,Alice,Online,Office Supplies,Sticky Notes,3,21.44,15.06
2024-03-16,LATAM,Argentina,Buenos Aires,Hiro,Store,Furniture,Office Chair,5,151.73,115.32
2024-08-18,Europe,Spain,Madrid,Frank,Online,Furniture,Lamp,5,478.4,251.44
2024-08-13,North America,USA,Los Angeles,Julia,Store,Electronics,Laptop,7,227.62,181.63
2024-02-04,LATAM,Brazil,São Paulo,Grace,Online,Appliances,Microwave,9,492.17,253.65
2024-01-12,North America,Canada,Vancouver,Bob,Distributor,Appliances,Blender,4,25.16,19.83
2024-08-29,Europe,UK,London,Carlos,Distributor,Furniture,Lamp,6,275.29,127.09
2024-03-26,North America,USA,Los Angeles,Alice,Online,Appliances,Microwave,1,270.81,126.56
2024-09-15,LATAM,Mexico,CDMX,Bob,Distributor,Office Supplies,Sticky Notes,5,418.49,241.12
2024-08-07,Europe,Germany,Berlin,Elena,Store,Office Supplies,Pen Set,2,137.07,65.5
2024-09-29,APAC,Australia,Sydney,Frank,Store,Electronics,Tablet,1,258.65,173.54
2024-01-09,APAC,Australia,Sydney,Alice,Online,Office Supplies,Pen Set,5,483.54,301.29
2024-08-11,Europe,UK,London,Grace,Store,Office Supplies,Pen Set,3,90.97,57.6
2024-10-03,Europe,Germany,Berlin,Bob,Store,Office Supplies,Sticky Notes,3,83.76,60.87
2024-10-06,APAC,Japan,Tokyo,Hiro,Distributor,Electronics,Monitor,4,206.87,164.99
2024-04-01,Europe,France,Paris,Elena,Distributor,Furniture,Office Chair,2,315.47,198.04
2024-06-19,Europe,Germany,Berlin,Hiro,Online,Appliances,Microwave,3,108.64,60.63
2024-01-14,North America,USA,New York,Ivan,Distributor,Office Supplies,Planner,5,243.02,149.99
2024-02-12,LATAM,Brazil,São Paulo,Carlos,Distributor,Office Supplies,Sticky Notes,3,74.86,47.7
2024-04-28,APAC,Japan,Tokyo,Julia,Online,Furniture,Lamp,2,363.85,223.17
2024-04-28,LATAM,Brazil,São Paulo,Elena,Store,Electronics,Monitor,6,74.02,53.01
2024-05-23,APAC,China,Beijing,Ivan,Store,Furniture,Office Chair,5,399.16,203.69
2024-04-17,LATAM,Chile,Santiago,Hiro,Store,Appliances,Blender,6,82.91,48.51
2024-05-01,Europe,Germany,Berlin,Frank,Store,Office Supplies,Planner,4,433.14,275.26
2024-03-30,Europe,France,Paris,Julia,Distributor,Appliances,Microwave,4,150.03,72.21
2024-08-21,APAC,China,Beijing,Julia,Online,Appliances,Microwave,8,226.2,145.29
2024-12-29,North America,USA,New York,Ivan,Distributor,Furniture,Lamp,9,187.51,129.44
2024-02-06,Europe,Spain,Madrid,Carlos,Distributor,Furniture,Desk,5,490.56,276.2
2024-04-01,North America,USA,Los Angeles,Hiro,Store,Furniture,Office Chair,3,305.04,194.18
2024-03-16,LATAM,Brazil,São Paulo,Grace,Online,Appliances,Coffee Maker,7,478.46,229.75
2024-07-15,Europe,UK,London,Hiro,Distributor,Appliances,Microwave,9,39.14,15.71
2024-05-30,LATAM,Argentina,Buenos Aires,Elena,Online,Office Supplies,Notebook,1,425.01,321.83
2024-11-11,LATAM,Mexico,CDMX,Julia,Online,Office Supplies,Sticky Notes,3,162.83,81.81
2024-10-29,APAC,India,Mumbai,Hiro,Distributor,Appliances,Blender,5,260.11,169.24
2024-10-28,North America,Canada,Vancouver,Elena,Store,Furniture,Office Chair,7,19.37,11.44
2024-01-22,LATAM,Mexico,CDMX,Frank,Distributor,Appliances,Blender,6,364.13,246.52
2024-12-05,LATAM,Chile,Santiago,Elena,Store,Office Supplies,Pen Set,5,185.77,134.08
2024-09-09,Europe,Spain,Madrid,Alice,Online,Electronics,Monitor,8,369.2,225.74
2024-09-03,LATAM,Brazil,São Paulo,Bob,Store,Appliances,Microwave,3,498.93,334.65
2024-11-26,APAC,Australia,Sydney,Julia,Distributor,Electronics,Headphones,1,54.01,21.65
2024-01-13,North America,USA,Los Angeles,Alice,Store,Appliances,Microwave,3,371.56,272.6
2024-05-18,Europe,France,Paris,Alice,Distributor,Office Supplies,Planner,1,43.82,17.63
2024-05-26,APAC,China,Beijing,Grace,Distributor,Office Supplies,Notebook,8,386.77,256.59
2024-01-01,APAC,Australia,Sydney,Elena,Online,Office Supplies,Sticky Notes,1,424.5,273.99
2024-04-08,LATAM,Argentina,Buenos Aires,Julia,Distributor,Appliances,Blender,8,205.56,141.68
2024-10-05,Europe,France,Paris,Ivan,Store,Office Supplies,Planner,4,209.48,89.32
2024-02-26,APAC,China,Beijing,Frank,Online,Office Supplies,Planner,3,279.07,182.19
2024-06-18,LATAM,Chile,Santiago,Julia,Online,Furniture,Desk,2,12.98,5.72
2024-06-08,LATAM,Chile,Santiago,Ivan,Distributor,Appliances,Coffee Maker,6,156.79,67.54
2024-04-21,LATAM,Mexico,CDMX,Alice,Store,Appliances,Coffee Maker,7,422.62,210.0
2024-03-02,North America,Canada,Vancouver,Carlos,Distributor,Furniture,Office Chair,6,34.61,14.85
2024-07-02,North America,Canada,Vancouver,Bob,Online,Furniture,Lamp,8,154.69,76.26
2024-10-15,APAC,India,Mumbai,Ivan,Online,Appliances,Blender,7,206.64,106.83
2024-04-05,LATAM,Argentina,Buenos Aires,Alice,Store,Office Supplies,Sticky Notes,8,208.5,158.97
2024-01-09,LATAM,Brazil,São Paulo,Hiro,Store,Electronics,Monitor,7,243.45,119.39
2024-08-28,North America,USA,New York,Diana,Store,Appliances,Coffee Maker,9,117.44,48.56
2024-07-08,Europe,UK,London,Hiro,Distributor,Office Supplies,Planner,3,185.33,122.16
2024-11-11,Europe,Germany,Berlin,Bob,Store,Appliances,Blender,6,102.04,70.2
2024-12-01,APAC,Australia,Sydney,Julia,Distributor,Office Supplies,Planner,4,316.14,135.53
2024-05-26,APAC,Japan,Tokyo,Elena,Store,Furniture,Bookshelf,2,128.55,88.13
2024-12-11,Europe,UK,London,Grace,Store,Electronics,Laptop,4,158.57,81.82
2024-12-04,LATAM,Chile,Santiago,Elena,Store,Furniture,Office Chair,4,80.01,56.82
2024-01-20,APAC,China,Beijing,Hiro,Online,Furniture,Bookshelf,2,206.71,95.8
2024-01-10,Europe,UK,London,Ivan,Online,Electronics,Monitor,2,75.58,49.26
2024-01-13,LATAM,Argentina,Buenos Aires,Hiro,Distributor,Furniture,Bookshelf,9,376.84,198.61
2024-02-07,APAC,Japan,Tokyo,Elena,Online,Furniture,Bookshelf,1,260.45,109.06
2024-02-26,North America,USA,New York,Hiro,Store,Office Supplies,Sticky Notes,6,356.42,151.51
2024-04-05,Europe,Germany,Berlin,Ivan,Online,Appliances,Blender,2,238.81,128.04
2024-12-12,LATAM,Chile,Santiago,Ivan,Store,Appliances,Blender,9,50.53,39.03
2024-04-12,North America,USA,New York,Alice,Store,Electronics,Headphones,9,186.51,94.78
2024-04-27,LATAM,Mexico,CDMX,Grace,Online,Furniture,Bookshelf,2,163.54,117.02
2024-10-30,North America,Canada,Vancouver,Elena,Online,Office Supplies,Pen Set,3,222.57,170.04
2024-03-09,North America,Canada,Toronto,Carlos,Distributor,Office Supplies,Pen Set,8,482.4,210.19
2024-09-14,North America,Canada,Toronto,Ivan,Store,Appliances,Coffee Maker,7,251.97,139.86
2024-04-10,Europe,Spain,Madrid,Hiro,Online,Appliances,Coffee Maker,9,354.89,142.58
2024-07-06,APAC,Japan,Tokyo,Elena,Store,Electronics,Monitor,7,134.57,100.96
2024-12-17,LATAM,Argentina,Buenos Aires,Alice,Store,Office Supplies,Sticky Notes,5,483.36,340.49
2024-04-04,APAC,China,Beijing,Bob,Distributor,Office Supplies,Notebook,1,341.29,265.38
2024-05-21,Europe,UK,London,Hiro,Distributor,Electronics,Monitor,9,61.63,43.93
2024-01-29,Europe,Spain,Madrid,Hiro,Store,Office Supplies,Planner,5,33.61,18.28
2024-10-06,APAC,Japan,Tokyo,Diana,Store,Appliances,Coffee Maker,7,255.2,146.25
2024-05-08,North America,USA,New York,Diana,Online,Furniture,Office Chair,2,320.87,227.28
2024-10-18,APAC,China,Beijing,Grace,Store,Appliances,Blender,9,35.65,25.21
2024-05-03,North America,Canada,Vancouver,Carlos,Distributor,Appliances,Microwave,2,280.51,158.86
2024-12-20,North America,Canada,Vancouver,Frank,Store,Appliances,Microwave,2,113.88,75.5
2024-07-20,North America,Canada,Toronto,Hiro,Distributor,Electronics,Monitor,6,441.28,214.59
2024-05-23,APAC,Australia,Sydney,Bob,Store,Office Supplies,Sticky Notes,7,307.8,159.48
2024-11-11,LATAM,Mexico,CDMX,Frank,Distributor,Appliances,Microwave,8,466.1,209.88
2024-09-06,Europe,Germany,Berlin,Hiro,Online,Appliances,Coffee Maker,3,164.66,108.34
2024-01-05,North America,Canada,Toronto,Julia,Online,Electronics,Laptop,5,344.28,202.18
2024-05-10,LATAM,Chile,Santiago,Frank,Distributor,Appliances,Coffee Maker,1,446.21,229.78
2024-05-05,Europe,Spain,Madrid,Grace,Distributor,Electronics,Laptop,3,336.76,245.61
2024-08-23,LATAM,Chile,Santiago,Alice,Online,Office Supplies,Notebook,6,262.77,133.23
2024-12-06,North America,USA,New York,Ivan,Online,Appliances,Blender,5,347.14,172.44
2024-10-28,LATAM,Argentina,Buenos Aires,Ivan,Distributor,Office Supplies,Pen Set,6,175.3,71.48
2024-09-21,LATAM,Chile,Santiago,Julia,Store,Electronics,Headphones,4,474.93,195.94
2024-06-15,North America,Canada,Vancouver,Julia,Online,Furniture,Bookshelf,3,208.1,127.44
2024-02-26,Europe,France,Paris,Frank,Online,Office Supplies,Planner,6,140.67,97.05
2024-03-18,LATAM,Argentina,Buenos Aires,Frank,Online,Office Supplies,Sticky Notes,9,482.11,292.94
2024-12-07,APAC,Japan,Tokyo,Diana,Distributor,Electronics,Laptop,6,383.53,223.2
2024-03-02,North America,Canada,Toronto,Carlos,Distributor,Furniture,Bookshelf,1,265.44,209.81
2024-04-01,North America,USA,New York,Ivan,Online,Office Supplies,Sticky Notes,6,18.3,12.96
2024-12-22,Europe,Germany,Berlin,Diana,Distributor,Electronics,Laptop,9,68.9,34.88
2024-04-17,APAC,Japan,Tokyo,Alice,Online,Furniture,Office Chair,5,177.48,123.46
2024-05-01,APAC,China,Beijing,Grace,Distributor,Furniture,Office Chair,7,180.57,99.08
2024-06-08,North America,USA,Los Angeles,Carlos,Online,Office Supplies,Notebook,5,326.76,258.04
2024-11-10,Europe,Germany,Berlin,Frank,Store,Furniture,Desk,3,21.56,16.37
2024-07-25,LATAM,Mexico,CDMX,Ivan,Online,Furniture,Desk,1,307.01,158.56
2024-04-22,Europe,Germany,Berlin,Elena,Distributor,Electronics,Smartphone,6,84.64,64.31
2024-06-12,LATAM,Argentina,Buenos Aires,Carlos,Store,Office Supplies,Notebook,9,469.32,300.98
2024-02-20,Europe,Spain,Madrid,Bob,Distributor,Appliances,Coffee Maker,7,339.1,214.61
2024-01-20,APAC,China,Beijing,Frank,Online,Office Supplies,Pen Set,8,471.93,336.99
2024-01-16,North America,Canada,Toronto,Diana,Store,Furniture,Lamp,4,276.8,217.32
2024-03-03,North America,USA,Los Angeles,Diana,Online,Appliances,Coffee Maker,6,189.18,92.73
2024-07-04,LATAM,Chile,Santiago,Diana,Distributor,Appliances,Microwave,7,78.99,51.26
2024-04-27,North America,Canada,Vancouver,Grace,Distributor,Office Supplies,Notebook,3,82.01,59.41
2024-04-08,LATAM,Mexico,CDMX,Alice,Online,Office Supplies,Planner,8,454.15,211.43
2024-10-09,North America,Canada,Toronto,Ivan,Distributor,Furniture,Bookshelf,1,179.14,137.4
2024-04-03,North America,Canada,Vancouver,Bob,Distributor,Furniture,Office Chair,8,365.24,224.81
2024-09-28,LATAM,Argentina,Buenos Aires,Carlos,Store,Electronics,Monitor,9,348.1,235.33
2024-05-22,LATAM,Brazil,São Paulo,Julia,Distributor,Electronics,Monitor,2,13.84,9.03
2024-08-13,APAC,China,Beijing,Grace,Store,Electronics,Laptop,8,75.79,59.36
2024-12-08,APAC,China,Beijing,Frank,Distributor,Appliances,Coffee Maker,2,128.53,77.15
2024-04-05,APAC,China,Beijing,Ivan,Distributor,Electronics,Monitor,5,481.53,312.21
2024-04-24,North America,USA,Los Angeles,Frank,Store,Furniture,Bookshelf,6,382.82,236.87
2024-12-01,Europe,UK,London,Grace,Distributor,Office Supplies,Pen Set,3,91.22,52.74
2024-02-22,North America,USA,New York,Elena,Online,Furniture,Office Chair,1,77.13,61.55
2024-04-15,APAC,China,Beijing,Elena,Distributor,Electronics,Laptop,2,428.35,212.8
2024-04-22,North America,USA,Los Angeles,Grace,Distributor,Appliances,Coffee Maker,6,63.36,41.48
2024-06-09,Europe,UK,London,Alice,Distributor,Appliances,Blender,8,358.74,284.29
2024-04-22,North America,USA,Los Angeles,Ivan,Store,Appliances,Blender,9,117.37,68.5
2024-10-19,LATAM,Brazil,São Paulo,Bob,Distributor,Office Supplies,Planner,2,300.84,129.13
2024-03-21,Europe,Spain,Madrid,Alice,Online,Furniture,Lamp,6,16.38,6.64
2024-09-20,APAC,India,Mumbai,Alice,Distributor,Appliances,Blender,3,368.74,199.86
2024-04-12,Europe,France,Paris,Carlos,Store,Electronics,Monitor,1,480.47,292.41
2024-08-26,Europe,Spain,Madrid,Alice,Online,Electronics,Headphones,2,483.86,269.57
2024-02-22,APAC,Japan,Tokyo,Bob,Store,Office Supplies,Notebook,8,388.81,203.74
2024-04-20,Europe,UK,London,Julia,Store,Electronics,Monitor,1,234.53,167.11
2024-08-18,Europe,France,Paris,Grace,Distributor,Appliances,Coffee Maker,4,286.89,203.3
2024-11-30,APAC,China,Beijing,Julia,Online,Electronics,Tablet,6,305.5,224.29
2024-08-07,Europe,Spain,Madrid,Hiro,Online,Electronics,Tablet,4,184.94,142.49
2024-08-07,North America,Canada,Toronto,Julia,Distributor,Appliances,Coffee Maker,5,118.82,62.82
2024-01-01,LATAM,Argentina,Buenos Aires,Hiro,Distributor,Office Supplies,Notebook,2,262.19,189.64
2024-02-03,LATAM,Brazil,São Paulo,Frank,Distributor,Office Supplies,Sticky Notes,6,220.06,90.59
2024-12-01,North America,USA,New York,Diana,Store,Furniture,Bookshelf,3,448.37,179.43
2024-04-28,APAC,India,Mumbai,Alice,Online,Furniture,Bookshelf,4,151.55,84.74
2024-06-06,Europe,UK,London,Frank,Store,Appliances,Blender,2,496.69,207.6
2024-05-24,APAC,India,Mumbai,Diana,Distributor,Furniture,Office Chair,7,192.14,107.02
2024-08-05,North America,USA,New York,Julia,Online,Furniture,Bookshelf,5,25.98,10.99
2024-05-16,LATAM,Brazil,São Paulo,Ivan,Store,Furniture,Bookshelf,7,292.79,158.94
2024-09-08,APAC,Japan,Tokyo,Bob,Distributor,Furniture,Office Chair,2,496.3,275.21
2024-12-20,LATAM,Chile,Santiago,Alice,Online,Office Supplies,Pen Set,5,185.7,123.05
2024-05-14,North America,Canada,Vancouver,Ivan,Distributor,Appliances,Coffee Maker,2,452.1,339.5
2024-02-11,North America,Canada,Toronto,Hiro,Store,Electronics,Laptop,4,59.88,36.07
2024-05-06,North America,Canada,Vancouver,Hiro,Store,Office Supplies,Sticky Notes,9,29.08,12.05
2024-03-30,LATAM,Brazil,São Paulo,Alice,Distributor,Furniture,Lamp,1,82.61,55.5
2024-08-25,APAC,Japan,Tokyo,Alice,Online,Electronics,Tablet,9,475.72,300.96
2024-05-25,LATAM,Argentina,Buenos Aires,Diana,Online,Appliances,Coffee Maker,8,294.24,178.51
2024-10-03,North America,USA,Los Angeles,Diana,Distributor,Office Supplies,Sticky Notes,3,148.42,80.33
2024-03-05,North America,Canada,Vancouver,Bob,Distributor,Office Supplies,Sticky Notes,7,473.76,358.65
2024-06-28,North America,USA,New York,Carlos,Store,Electronics,Smartphone,5,383.92,279.98
2024-12-29,LATAM,Mexico,CDMX,Carlos,Online,Furniture,Desk,4,253.79,122.29
2024-09-05,APAC,Japan,Tokyo,Julia,Store,Electronics,Headphones,8,101.21,53.91
2024-01-04,LATAM,Chile,Santiago,Elena,Online,Office Supplies,Sticky Notes,7,26.08,17.07
2024-04-28,Europe,France,Paris,Diana,Online,Electronics,Smartphone,4,154.67,116.28
2024-06-09,North America,USA,Los Angeles,Ivan,Store,Furniture,Desk,1,210.61,152.56
2024-08-09,APAC,Australia,Sydney,Frank,Online,Furniture,Bookshelf,8,33.34,23.03
2024-02-27,North America,USA,Los Angeles,Alice,Online,Electronics,Laptop,8,182.78,133.41
2024-08-20,North America,Canada,Vancouver,Frank,Store,Office Supplies,Notebook,2,439.18,270.38
2024-01-10,Europe,France,Paris,Ivan,Store,Appliances,Coffee Maker,8,152.11,117.49
2024-04-27,LATAM,Brazil,São Paulo,Bob,Online,Office Supplies,Pen Set,5,385.12,154.05
2024-09-29,APAC,China,Beijing,Hiro,Distributor,Furniture,Lamp,9,40.05,21.82
2024-05-15,APAC,India,Mumbai,Hiro,Distributor,Furniture,Bookshelf,9,486.81,238.76
2024-04-21,North America,Canada,Vancouver,Bob,Store,Appliances,Blender,6,14.94,8.59
2024-07-21,North America,Canada,Vancouver,Julia,Store,Furniture,Desk,3,35.43,16.88
2024-03-01,North America,Canada,Vancouver,Ivan,Distributor,Electronics,Tablet,6,368.55,241.86
2024-10-01,APAC,Japan,Tokyo,Ivan,Distributor,Electronics,Smartphone,9,425.73,242.26
2024-07-10,LATAM,Mexico,CDMX,Diana,Store,Office Supplies,Pen Set,2,449.06,326.56
2024-06-01,APAC,Australia,Sydney,Julia,Online,Appliances,Microwave,3,98.99,54.28
2024-02-29,LATAM,Brazil,São Paulo,Diana,Distributor,Electronics,Headphones,6,208.82,101.94
2024-04-04,LATAM,Argentina,Buenos Aires,Elena,Online,Electronics,Tablet,6,202.67,128.95
2024-12-25,APAC,Australia,Sydney,Julia,Online,Electronics,Smartphone,1,196.54,111.2
2024-05-05,APAC,India,Mumbai,Alice,Distributor,Furniture,Lamp,2,392.51,248.66
2024-12-23,LATAM,Argentina,Buenos Aires,Alice,Online,Appliances,Coffee Maker,6,140.01,89.69
2024-04-08,LATAM,Brazil,São Paulo,Frank,Store,Appliances,Blender,4,319.76,144.52
2024-04-17,North America,USA,Los Angeles,Frank,Store,Furniture,Lamp,5,60.23,36.47
2024-09-02,Europe,Germany,Berlin,Alice,Online,Appliances,Blender,9,94.32,74.42
2024-12-25,North America,Canada,Vancouver,Julia,Store,Electronics,Headphones,8,87.92,41.51
2024-06-26,Europe,UK,London,Julia,Store,Furniture,Lamp,7,236.24,181.53
2024-10-12,APAC,Japan,Tokyo,Bob,Distributor,Office Supplies,Notebook,7,71.31,52.78
2024-04-12,LATAM,Brazil,São Paulo,Grace,Distributor,Appliances,Coffee Maker,9,144.3,104.3
2024-11-30,North America,Canada,Vancouver,Alice,Online,Electronics,Smartphone,9,179.22,95.75
2024-09-16,Europe,Spain,Madrid,Ivan,Online,Electronics,Headphones,4,87.09,38.98
2024-01-25,North America,USA,Los Angeles,Julia,Store,Office Supplies,Notebook,1,366.26,228.85
2024-09-03,LATAM,Mexico,CDMX,Bob,Store,Appliances,Microwave,7,279.16,146.5
2024-02-27,APAC,India,Mumbai,Hiro,Store,Appliances,Coffee Maker,4,395.24,274.21
2024-01-25,North America,Canada,Toronto,Alice,Online,Furniture,Bookshelf,2,17.87,12.74
2024-09-14,Europe,Germany,Berlin,Frank,Distributor,Appliances,Blender,3,15.59,10.62
2024-08-05,Europe,UK,London,Ivan,Distributor,Office Supplies,Pen Set,2,224.45,110.88
2024-08-04,North America,Canada,Toronto,Alice,Online,Appliances,Coffee Maker,3,356.03,218.5
2024-02-23,APAC,India,Mumbai,Julia,Online,Office Supplies,Sticky Notes,8,35.32,21.26
2024-09-10,Europe,UK,London,Ivan,Store,Office Supplies,Pen Set,6,68.06,53.4
2024-02-05,North America,Canada,Toronto,Frank,Distributor,Appliances,Coffee Maker,3,476.71,233.92
2024-10-29,LATAM,Chile,Santiago,Grace,Store,Electronics,Monitor,9,87.06,45.61
2024-01-08,LATAM,Argentina,Buenos Aires,Hiro,Distributor,Electronics,Monitor,7,165.11,119.96
2024-11-03,APAC,China,Beijing,Diana,Distributor,Office Supplies,Planner,9,400.37,200.26
2024-02-23,LATAM,Mexico,CDMX,Carlos,Online,Office Supplies,Sticky Notes,8,468.3,346.67
2024-11-12,Europe,Spain,Madrid,Carlos,Online,Office Supplies,Notebook,7,453.98,183.8
2024-11-13,LATAM,Mexico,CDMX,Carlos,Distributor,Furniture,Office Chair,8,35.4,21.93
2024-06-21,North America,Canada,Toronto,Alice,Distributor,Electronics,Monitor,5,160.32,86.76
2024-02-22,LATAM,Chile,Santiago,Frank,Store,Electronics,Headphones,1,468.15,267.88
2024-04-14,Europe,Spain,Madrid,Ivan,Store,Office Supplies,Pen Set,5,43.49,31.03
2024-01-10,Europe,Germany,Berlin,Grace,Distributor,Appliances,Microwave,2,222.06,149.71
2024-11-12,Europe,Germany,Berlin,Frank,Online,Furniture,Desk,5,45.33,21.86
2024-07-09,Europe,Germany,Berlin,Diana,Distributor,Furniture,Lamp,7,472.78,310.47
2024-05-27,APAC,India,Mumbai,Grace,Online,Furniture,Desk,6,369.41,164.93
2024-12-05,APAC,Australia,Sydney,Carlos,Distributor,Appliances,Blender,7,214.98,150.57
2024-08-12,North America,Canada,Toronto,Grace,Store,Electronics,Headphones,8,495.28,262.55
2024-08-02,APAC,China,Beijing,Diana,Store,Office Supplies,Notebook,9,490.38,209.39
2024-09-06,North America,USA,Los Angeles,Diana,Online,Office Supplies,Notebook,1,60.53,37.47
2024-06-21,LATAM,Brazil,São Paulo,Elena,Distributor,Furniture,Lamp,9,371.56,253.34
2024-07-23,LATAM,Chile,Santiago,Frank,Online,Electronics,Tablet,9,110.18,66.98
2024-12-08,LATAM,Chile,Santiago,Diana,Distributor,Furniture,Bookshelf,7,139.5,67.26
2024-12-30,APAC,China,Beijing,Ivan,Distributor,Appliances,Microwave,9,372.68,243.09
2024-12-25,North America,USA,New York,Grace,Store,Furniture,Office Chair,8,331.81,261.27
2024-11-23,North America,USA,Los Angeles,Hiro,Distributor,Furniture,Desk,7,47.72,20.53
2024-07-05,LATAM,Argentina,Buenos Aires,Bob,Distributor,Office Supplies,Sticky Notes,6,43.48,24.88
2024-11-11,North America,USA,Los Angeles,Ivan,Online,Office Supplies,Planner,4,303.53,197.13
2024-01-22,North America,Canada,Toronto,Alice,Online,Appliances,Coffee Maker,2,141.03,57.26
2024-05-12,Europe,Germany,Berlin,Ivan,Store,Appliances,Microwave,3,192.9,120.65
2024-06-11,LATAM,Chile,Santiago,Bob,Store,Appliances,Coffee Maker,9,356.25,229.43
2024-12-07,LATAM,Brazil,São Paulo,Julia,Online,Electronics,Laptop,9,267.62,133.76
2024-04-08,APAC,China,Beijing,Julia,Store,Electronics,Laptop,2,434.39,338.26
2024-06-29,LATAM,Mexico,CDMX,Frank,Online,Electronics,Smartphone,9,85.87,66.8
2024-11-21,LATAM,Argentina,Buenos Aires,Carlos,Store,Electronics,Headphones,6,470.14,189.31
2024-03-22,Europe,Germany,Berlin,Hiro,Store,Appliances,Blender,8,297.92,202.72
2024-01-23,LATAM,Brazil,São Paulo,Diana,Online,Electronics,Headphones,9,34.74,22.62
2024-06-18,Europe,Germany,Berlin,Bob,Store,Electronics,Tablet,4,468.77,289.14
2024-12-03,Europe,UK,London,Alice,Store,Electronics,Headphones,3,479.21,268.17
2024-05-05,APAC,Japan,Tokyo,Ivan,Distributor,Furniture,Desk,6,488.73,215.41
2024-05-01,North America,Canada,Toronto,Carlos,Store,Appliances,Blender,2,373.98,198.52
2024-05-14,LATAM,Mexico,CDMX,Ivan,Distributor,Appliances,Blender,4,376.71,288.49
2024-05-01,LATAM,Mexico,CDMX,Bob,Online,Office Supplies,Sticky Notes,4,222.86,153.64
2024-09-26,APAC,Japan,Tokyo,Hiro,Store,Office Supplies,Pen Set,3,298.83,192.84
2024-04-05,APAC,Japan,Tokyo,Diana,Online,Appliances,Blender,9,338.63,230.39
2024-02-02,North America,Canada,Toronto,Alice,Online,Appliances,Coffee Maker,8,330.46,240.36
2024-09-20,Europe,Spain,Madrid,Frank,Store,Appliances,Blender,4,16.74,8.36
2024-09-13,LATAM,Chile,Santiago,Ivan,Store,Furniture,Lamp,9,17.75,7.65
2024-12-03,APAC,India,Mumbai,Bob,Distributor,Electronics,Laptop,2,40.64,23.72
2024-05-05,LATAM,Brazil,São Paulo,Julia,Online,Office Supplies,Notebook,3,115.52,73.8
2024-10-20,LATAM,Chile,Santiago,Hiro,Store,Electronics,Monitor,2,192.38,102.58
2024-09-11,Europe,Germany,Berlin,Alice,Store,Office Supplies,Planner,2,404.49,294.95
2024-12-03,North America,Canada,Toronto,Julia,Online,Furniture,Office Chair,8,108.14,69.94
2024-05-03,APAC,China,Beijing,Elena,Distributor,Electronics,Monitor,1,134.15,106.66
2024-01-22,North America,Canada,Toronto,Alice,Distributor,Electronics,Tablet,8,43.54,23.88
2024-07-05,LATAM,Brazil,São Paulo,Julia,Distributor,Office Supplies,Notebook,9,111.05,79.94
2024-04-09,North America,Canada,Toronto,Frank,Online,Electronics,Laptop,7,141.74,77.59
