Fecha,Region,Producto,Ventas,Costos
2023-04-13,Este,D,310,24
2023-04-13,Oeste,A,146,58
2023-04-13,Oeste,B,89,132
2023-04-13,Oeste,C,164,25
2023-04-13,Oeste,D,456,289
2023-04-14,Norte,A,409,21
2023-04-14,Norte,B,407,255
2023-04-14,Norte,C,289,227
2023-04-14,Norte,D,187,253
2023-04-14,Sur,A,52,209
2023-04-14,Sur,B,69,186
2023-04-14,Sur,C,311,47
2023-04-14,Sur,D,320,70
2023-04-14,Este,A,287,246
2023-04-14,Este,B,479,46
2023-04-14,Este,C,498,60
2023-04-14,Este,D,308,45
2023-04-14,Oeste,A,54,174
2023-04-14,Oeste,B,120,226
2023-04-14,Oeste,C,247,88
2023-04-14,Oeste,D,454,109
2023-04-15,Norte,A,372,194
2023-04-15,Norte,B,183,60
2023-04-15,Norte,C,53,54
2023-04-15,Norte,D,300,178
2023-04-15,Sur,A,227,274
2023-04-15,Sur,B,374,188
2023-04-15,Sur,C,442,113
2023-04-15,Sur,D,390,193
2023-04-15,Este,A,357,188
2023-04-15,Este,B,78,168
2023-04-15,Este,C,300,123
2023-04-15,Este,D,194,104
2023-04-15,Oeste,A,80,243
2023-04-15,Oeste,B,482,145
2023-04-15,Oeste,C,224,221
2023-04-15,Oeste,D,478,219
2023-04-16,Norte,A,323,43
2023-04-16,Norte,B,334,128
2023-04-16,Norte,C,381,160
2023-04-16,Norte,D,294,214
2023-04-16,Sur,A,75,258
2023-04-16,Sur,B,186,129
2023-04-16,Sur,C,313,26
2023-04-16,Sur,D,240,44
2023-04-16,Este,A,386,83
2023-04-16,Este,B,488,101
2023-04-16,Este,C,60,176
2023-04-16,Este,D,236,60
2023-04-16,Oeste,A,81,248
2023-04-16,Oeste,B,341,243
2023-04-16,Oeste,C,198,215
2023-04-16,Oeste,D,68,20
2023-04-17,Norte,A,380,291
2023-04-17,Norte,B,112,257
2023-04-17,Norte,C,133,54
2023-04-17,Norte,D,130,87
2023-04-17,Sur,A,180,167
2023-04-17,Sur,B,448,180
2023-04-17,Sur,C,206,187
2023-04-17,Sur,D,454,89
2023-04-17,Este,A,496,30
2023-04-17,Este,B,342,102
2023-04-17,Este,C,338,68
2023-04-17,Este,D,204,102
2023-04-17,Oeste,A,130,193
2023-04-17,Oeste,B,115,186
2023-04-17,Oeste,C,264,201
2023-04-17,Oeste,D,389,263
2023-04-18,Norte,A,336,100
2023-04-18,Norte,B,342,59
2023-04-18,Norte,C,198,139
2023-04-18,Norte,D,106,131
2023-04-18,Sur,A,419,110
2023-04-18,Sur,B,461,165
2023-04-18,Sur,C,69,202
2023-04-18,Sur,D,423,204
2023-04-18,Este,A,180,80
2023-04-18,Este,B,390,109
2023-04-18,Este,C,359,128
2023-04-18,Este,D,477,83
2023-04-18,Oeste,A,396,140
2023-04-18,Oeste,B,397,267
2023-04-18,Oeste,C,138,110
2023-04-18,Oeste,D,180,132
2023-04-19,Norte,A,281,213
2023-04-19,Norte,B,462,257
2023-04-19,Norte,C,203,204
2023-04-19,Norte,D,289,171
2023-04-19,Sur,A,91,114
2023-04-19,Sur,B,205,205
2023-04-19,Sur,C,414,229
2023-04-19,Sur,D,230,243
2023-04-19,Este,A,198,141
2023-04-19,Este,B,343,59
2023-04-19,Este,C,425,148
2023-04-19,Este,D,281,194
2023-04-19,Oeste,A,488,101
2023-04-19,Oeste,B,263,249
2023-04-19,Oeste,C,178,62
2023-04-19,Oeste,D,377,215
2023-04-20,Norte,A,295,267
2023-04-20,Norte,B,366,154
2023-04-20,Norte,C,390,164
2023-04-20,Norte,D,289,204
2023-04-20,Sur,A,282,216
2023-04-20,Sur,B,130,35
2023-04-20,Sur,C,222,198
2023-04-20,Sur,D,159,127
2023-04-20,Este,A,363,287
2023-04-20,Este,B,499,119
2023-04-20,Este,C,238,114
2023-04-20,Este,D,89,59
2023-04-20,Oeste,A,356,294
2023-04-20,Oeste,B,421,158
2023-04-20,Oeste,C,347,183
2023-04-20,Oeste,D,332,93
2023-04-21,Norte,A,167,282
2023-04-21,Norte,B,183,203
2023-04-21,Norte,C,302,113
2023-04-21,Norte,D,94,182
2023-04-21,Sur,A,259,258
2023-04-21,Sur,B,331,24
2023-04-21,Sur,C,273,181
2023-04-21,Sur,D,192,24
2023-04-21,Este,A,106,268
2023-04-21,Este,B,494,221
2023-04-21,Este,C,119,221
2023-04-21,Este,D,183,272
2023-04-21,Oeste,A,307,225
2023-04-21,Oeste,B,165,177
2023-04-21,Oeste,C,437,214
2023-04-21,Oeste,D,250,44
2023-04-22,Norte,A,394,271
2023-04-22,Norte,B,496,235
2023-04-22,Norte,C,438,87
2023-04-22,Norte,D,84,205
2023-04-22,Sur,A,165,97
2023-04-22,Sur,B,304,66
2023-04-22,Sur,C,293,186
2023-04-22,Sur,D,331,237
2023-04-22,Este,A,273,254
2023-04-22,Este,B,417,214
2023-04-22,Este,C,132,236
2023-04-22,Este,D,329,282
2023-04-22,Oeste,A,425,81
2023-04-22,Oeste,B,318,258
2023-04-22,Oeste,C,364,265
2023-04-22,Oeste,D,267,121
2023-04-23,Norte,A,127,171
2023-04-23,Norte,B,363,47
2023-04-23,Norte,C,350,118
2023-04-23,Norte,D,188,94
2023-04-23,Sur,A,256,194
2023-04-23,Sur,B,282,70
2023-04-23,Sur,C,376,252
2023-04-23,Sur,D,203,117
2023-04-23,Este,A,429,132
2023-04-23,Este,B,395,96
2023-04-23,Este,C,319,271
2023-04-23,Este,D,356,83
2023-04-23,Oeste,A,279,182
2023-04-23,Oeste,B,328,55
2023-04-23,Oeste,C,495,190
2023-04-23,Oeste,D,274,224
2023-04-24,Norte,A,332,126
2023-04-24,Norte,B,68,182
2023-04-24,Norte,C,122,46
2023-04-24,Norte,D,340,27
2023-04-24,Sur,A,370,92
2023-04-24,Sur,B,498,133
2023-04-24,Sur,C,394,243
2023-04-24,Sur,D,471,166
2023-04-24,Este,A,205,108
2023-04-24,Este,B,372,222
2023-04-24,Este,C,406,215
2023-04-24,Este,D,327,284
2023-04-24,Oeste,A,55,176
2023-04-24,Oeste,B,298,222
2023-04-24,Oeste,C,221,291
2023-04-24,Oeste,D,152,292
2023-04-25,Norte,A,62,268
2023-04-25,Norte,B,396,151
2023-04-25,Norte,C,483,24
2023-04-25,Norte,D,328,165
2023-04-25,Sur,A,337,263
2023-04-25,Sur,B,413,141
2023-04-25,Sur,C,127,154
2023-04-25,Sur,D,446,271
2023-04-25,Este,A,497,183
2023-04-25,Este,B,204,163
2023-04-25,Este,C,157,166
2023-04-25,Este,D,143,157
2023-04-25,Oeste,A,402,243
2023-04-25,Oeste,B,155,117
2023-04-25,Oeste,C,288,124
2023-04-25,Oeste,D,392,143
2023-04-26,Norte,A,443,220
2023-04-26,Norte,B,58,109
2023-04-26,Norte,C,282,69
2023-04-26,Norte,D,209,168
2023-04-26,Sur,A,52,251
2023-04-26,Sur,B,488,141
2023-04-26,Sur,C,80,150
2023-04-26,Sur,D,421,66
2023-04-26,Este,A,62,42
2023-04-26,Este,B,226,167
2023-04-26,Este,C,196,282
2023-04-26,Este,D,293,238
2023-04-26,Oeste,A,291,231
2023-04-26,Oeste,B,255,143
2023-04-26,Oeste,C,72,189
2023-04-26,Oeste,D,108,289
2023-04-27,Norte,A,428,240
2023-04-27,Norte,B,422,214
2023-04-27,Norte,C,221,170
2023-04-27,Norte,D,74,239
2023-04-27,Sur,A,327,273
2023-04-27,Sur,B,83,97
2023-04-27,Sur,C,260,139
2023-04-27,Sur,D,97,215
2023-04-27,Este,A,225,170
2023-04-27,Este,B,131,162
2023-04-27,Este,C,78,32
2023-04-27,Este,D,100,159
2023-04-27,Oeste,A,478,241
2023-04-27,Oeste,B,415,72
2023-04-27,Oeste,C,313,55
2023-04-27,Oeste,D,215,128
2023-04-28,Norte,A,298,228
2023-04-28,Norte,B,453,151
2023-04-28,Norte,C,155,174
2023-04-28,Norte,D,153,157
2023-04-28,Sur,A,110,63
2023-04-28,Sur,B,160,39
2023-04-28,Sur,C,485,108
2023-04-28,Sur,D,325,116
2023-04-28,Este,A,298,289
2023-04-28,Este,B,496,255
2023-04-28,Este,C,300,294
2023-04-28,Este,D,122,51
2023-04-28,Oeste,A,132,189
2023-04-28,Oeste,B,146,297
2023-04-28,Oeste,C,316,253
2023-04-28,Oeste,D,99,278
2023-04-29,Norte,A,174,286
2023-04-29,Norte,B,342,299
2023-04-29,Norte,C,460,195
2023-04-29,Norte,D,101,125
2023-04-29,Sur,A,344,236
2023-04-29,Sur,B,413,277
2023-04-29,Sur,C,448,85
2023-04-29,Sur,D,457,234
2023-04-29,Este,A,294,202
2023-04-29,Este,B,495,193
2023-04-29,Este,C,193,66
2023-04-29,Este,D,131,58
2023-04-29,Oeste,A,303,172
2023-04-29,Oeste,B,168,116
2023-04-29,Oeste,C,400,28
2023-04-29,Oeste,D,257,57
2023-04-30,Norte,A,204,288
2023-04-30,Norte,B,362,89
2023-04-30,Norte,C,88,56
2023-04-30,Norte,D,475,99
2023-04-30,Sur,A,64,143
2023-04-30,Sur,B,362,127
2023-04-30,Sur,C,368,226
2023-04-30,Sur,D,113,67
2023-04-30,Este,A,270,29
2023-04-30,Este,B,347,281
2023-04-30,Este,C,218,139
2023-04-30,Este,D,90,113
2023-04-30,Oeste,A,198,99
2023-04-30,Oeste,B,320,222
2023-04-30,Oeste,C,126,243
2023-04-30,Oeste,D,161,143
2023-05-01,Norte,A,129,75
2023-05-01,Norte,B,69,20
2023-05-01,Norte,C,490,135
2023-05-01,Norte,D,122,69
2023-05-01,Sur,A,280,112
2023-05-01,Sur,B,218,68
2023-05-01,Sur,C,430,143
2023-05-01,Sur,D,238,295
2023-05-01,Este,A,420,38
2023-05-01,Este,B,281,162
2023-05-01,Este,C,420,234
2023-05-01,Este,D,423,291
2023-05-01,Oeste,A,424,173
2023-05-01,Oeste,B,94,171
2023-05-01,Oeste,C,355,21
2023-05-01,Oeste,D,242,61
2023-05-02,Norte,A,437,266
2023-05-02,Norte,B,180,41
2023-05-02,Norte,C,334,100
2023-05-02,Norte,D,201,162
2023-05-02,Sur,A,161,176
2023-05-02,Sur,B,64,293
2023-05-02,Sur,C,289,48
2023-05-02,Sur,D,180,166
2023-05-02,Este,A,436,52
2023-05-02,Este,B,453,160
2023-05-02,Este,C,215,184
2023-05-02,Este,D,287,61
2023-05-02,Oeste,A,277,133
2023-05-02,Oeste,B,305,255
2023-05-02,Oeste,C,406,232
2023-05-02,Oeste,D,180,145
2023-05-03,Norte,A,99,30
2023-05-03,Norte,B,385,75
2023-05-03,Norte,C,362,227
2023-05-03,Norte,D,274,261
2023-05-03,Sur,A,443,185
2023-05-03,Sur,B,88,198
2023-05-03,Sur,C,271,20
2023-05-03,Sur,D,340,149
2023-05-03,Este,A,175,114
2023-05-03,Este,B,158,298
2023-05-03,Este,C,405,245
2023-05-03,Este,D,337,234
2023-05-03,Oeste,A,248,170
2023-05-03,Oeste,B,227,276
2023-05-03,Oeste,C,263,102
2023-05-03,Oeste,D,330,148
2023-05-04,Norte,A,490,239
2023-05-04,Norte,B,133,254
2023-05-04,Norte,C,420,120
2023-05-04,Norte,D,218,167
2023-05-04,Sur,A,152,143
2023-05-04,Sur,B,248,53
2023-05-04,Sur,C,101,154
2023-05-04,Sur,D,378,281
2023-05-04,Este,A,430,299
2023-05-04,Este,B,435,71
2023-05-04,Este,C,365,59
2023-05-04,Este,D,462,65
2023-05-04,Oeste,A,192,126
2023-05-04,Oeste,B,492,175
2023-05-04,Oeste,C,425,90
2023-05-04,Oeste,D,432,36
2023-05-05,Norte,A,345,220
2023-05-05,Norte,B,341,293
2023-05-05,Norte,C,384,151
2023-05-05,Norte,D,436,214
2023-05-05,Sur,A,303,150
2023-05-05,Sur,B,497,153
2023-05-05,Sur,C,155,56
2023-05-05,Sur,D,74,228
2023-05-05,Este,A,133,115
2023-05-05,Este,B,271,146
2023-05-05,Este,C,256,89
2023-05-05,Este,D,172,269
2023-05-05,Oeste,A,424,79
2023-05-05,Oeste,B,486,299
2023-05-05,Oeste,C,124,297
2023-05-05,Oeste,D,213,94
2023-05-06,Norte,A,413,197
2023-05-06,Norte,B,138,261
2023-05-06,Norte,C,322,244
2023-05-06,Norte,D,149,180
2023-05-06,Sur,A,218,165
2023-05-06,Sur,B,187,39
2023-05-06,Sur,C,89,117
2023-05-06,Sur,D,160,193
2023-05-06,Este,A,304,66
2023-05-06,Este,B,288,140
2023-05-06,Este,C,168,139
2023-05-06,Este,D,412,22
2023-05-06,Oeste,A,131,176
2023-05-06,Oeste,B,429,121
2023-05-06,Oeste,C,82,266
2023-05-06,Oeste,D,138,79
2023-05-07,Norte,A,173,272
2023-05-07,Norte,B,147,224
2023-05-07,Norte,C,153,284
2023-05-07,Norte,D,227,108
2023-05-07,Sur,A,419,106
2023-05-07,Sur,B,146,275
2023-05-07,Sur,C,270,102
2023-05-07,Sur,D,462,173
2023-05-07,Este,A,285,88
2023-05-07,Este,B,314,48
2023-05-07,Este,C,232,219
2023-05-07,Este,D,420,82
2023-05-07,Oeste,A,401,254
2023-05-07,Oeste,B,362,129
2023-05-07,Oeste,C,221,59
2023-05-07,Oeste,D,67,256
2023-05-08,Norte,A,137,76
2023-05-08,Norte,B,262,187
2023-05-08,Norte,C,259,298
2023-05-08,Norte,D,278,86
2023-05-08,Sur,A,462,68
2023-05-08,Sur,B,278,57
2023-05-08,Sur,C,103,26
2023-05-08,Sur,D,369,176
2023-05-08,Este,A,98,146
2023-05-08,Este,B,367,147
2023-05-08,Este,C,307,116
2023-05-08,Este,D,435,66
2023-05-08,Oeste,A,50,102
2023-05-08,Oeste,B,106,143
2023-05-08,Oeste,C,67,144
2023-05-08,Oeste,D,401,97
2023-05-09,Norte,A,460,99
2023-05-09,Norte,B,219,276
2023-05-09,Norte,C,122,156
2023-05-09,Norte,D,366,100
2023-05-09,Sur,A,221,134
2023-05-09,Sur,B,252,276
2023-05-09,Sur,C,303,118
2023-05-09,Sur,D,375,287
2023-05-09,Este,A,353,108
2023-05-09,Este,B,135,159
2023-05-09,Este,C,205,241
2023-05-09,Este,D,124,256
2023-05-09,Oeste,A,77,58
2023-05-09,Oeste,B,440,293
2023-05-09,Oeste,C,256,54
2023-05-09,Oeste,D,50,174
2023-05-10,Norte,A,61,142
2023-05-10,Norte,B,277,121
2023-05-10,Norte,C,79,73
2023-05-10,Norte,D,50,192
2023-05-10,Sur,A,119,273
2023-05-10,Sur,B,207,103
2023-05-10,Sur,C,170,111
2023-05-10,Sur,D,65,155
2023-05-10,Este,A,385,200
2023-05-10,Este,B,186,27
2023-05-10,Este,C,390,203
2023-05-10,Este,D,205,25
2023-05-10,Oeste,A,251,201
2023-05-10,Oeste,B,312,169
2023-05-10,Oeste,C,383,174
2023-05-10,Oeste,D,77,152
2023-05-11,Norte,A,493,256
2023-05-11,Norte,B,301,160
2023-05-11,Norte,C,192,261
2023-05-11,Norte,D,164,239
2023-05-11,Sur,A,83,232
2023-05-11,Sur,B,297,297
2023-05-11,Sur,C,331,231
2023-05-11,Sur,D,51,152
2023-05-11,Este,A,357,25
2023-05-11,Este,B,430,230
2023-05-11,Este,C,128,241
2023-05-11,Este,D,182,296
2023-05-11,Oeste,A,225,260
2023-05-11,Oeste,B,93,178
2023-05-11,Oeste,C,119,42
2023-05-11,Oeste,D,493,148
2023-05-12,Norte,A,354,171
2023-05-12,Norte,B,444,86
2023-05-12,Norte,C,348,219
2023-05-12,Norte,D,145,207
2023-05-12,Sur,A,453,44
2023-05-12,Sur,B,465,246
2023-05-12,Sur,C,52,123
2023-05-12,Sur,D,203,268
2023-05-12,Este,A,408,79
2023-05-12,Este,B,81,176
2023-05-12,Este,C,73,246
2023-05-12,Este,D,461,287
2023-05-12,Oeste,A,98,170
2023-05-12,Oeste,B,213,293
2023-05-12,Oeste,C,203,123
2023-05-12,Oeste,D,183,92
2023-05-13,Norte,A,304,20
2023-05-13,Norte,B,378,270
2023-05-13,Norte,C,405,286
2023-05-13,Norte,D,91,190
2023-05-13,Sur,A,234,83
2023-05-13,Sur,B,147,294
2023-05-13,Sur,C,72,127
2023-05-13,Sur,D,73,267
2023-05-13,Este,A,121,61
2023-05-13,Este,B,209,54
2023-05-13,Este,C,457,119
2023-05-13,Este,D,349,90
2023-05-13,Oeste,A,182,122
2023-05-13,Oeste,B,340,120
2023-05-13,Oeste,C,452,121
2023-05-13,Oeste,D,54,228
2023-05-14,Norte,A,365,229
2023-05-14,Norte,B,356,225
2023-05-14,Norte,C,453,281
2023-05-14,Norte,D,199,138
2023-05-14,Sur,A,461,273
2023-05-14,Sur,B,163,293
2023-05-14,Sur,C,484,130
2023-05-14,Sur,D,404,36
2023-05-14,Este,A,65,291
2023-05-14,Este,B,342,281
2023-05-14,Este,C,225,107
2023-05-14,Este,D,304,282
2023-05-14,Oeste,A,389,290
2023-05-14,Oeste,B,319,61
2023-05-14,Oeste,C,378,209
2023-05-14,Oeste,D,437,40
2023-05-15,Norte,A,419,97
2023-05-15,Norte,B,440,165
2023-05-15,Norte,C,62,242
2023-05-15,Norte,D,252,114
2023-05-15,Sur,A,169,255
2023-05-15,Sur,B,369,179
2023-05-15,Sur,C,380,243
2023-05-15,Sur,D,180,205
2023-05-15,Este,A,272,41
2023-05-15,Este,B,224,83
2023-05-15,Este,C,196,108
2023-05-15,Este,D,358,56
2023-05-15,Oeste,A,177,208
2023-05-15,Oeste,B,488,150
2023-05-15,Oeste,C,73,187
2023-05-15,Oeste,D,196,111
2023-05-16,Norte,A,168,274
2023-05-16,Norte,B,150,214
2023-05-16,Norte,C,98,64
2023-05-16,Norte,D,448,192
2023-05-16,Sur,A,155,252
2023-05-16,Sur,B,300,55
2023-05-16,Sur,C,97,36
2023-05-16,Sur,D,107,51
2023-05-16,Este,A,60,242
2023-05-16,Este,B,414,56
2023-05-16,Este,C,321,225
2023-05-16,Este,D,408,112
2023-05-16,Oeste,A,127,89
2023-05-16,Oeste,B,141,63
2023-05-16,Oeste,C,409,85
2023-05-16,Oeste,D,496,27
2023-05-17,Norte,A,219,130
2023-05-17,Norte,B,457,117
2023-05-17,Norte,C,264,134
2023-05-17,Norte,D,111,233
2023-05-17,Sur,A,92,107
2023-05-17,Sur,B,467,211
2023-05-17,Sur,C,265,181
2023-05-17,Sur,D,294,59
2023-05-17,Este,A,441,244
2023-05-17,Este,B,390,183
2023-05-17,Este,C,260,203
2023-05-17,Este,D,454,184
2023-05-17,Oeste,A,466,229
2023-05-17,Oeste,B,485,227
2023-05-17,Oeste,C,442,31
2023-05-17,Oeste,D,194,238
2023-05-18,Norte,A,423,89
2023-05-18,Norte,B,251,195
2023-05-18,Norte,C,181,117
2023-05-18,Norte,D,158,118
2023-05-18,Sur,A,385,203
2023-05-18,Sur,B,282,172
2023-05-18,Sur,C,306,275
2023-05-18,Sur,D,278,150
2023-05-18,Este,A,434,221
2023-05-18,Este,B,268,185
2023-05-18,Este,C,146,221
2023-05-18,Este,D,304,263
2023-05-18,Oeste,A,87,70
2023-05-18,Oeste,B,231,111
2023-05-18,Oeste,C,324,178
2023-05-18,Oeste,D,222,168
2023-05-19,Norte,A,223,211
2023-05-19,Norte,B,197,62
2023-05-19,Norte,C,65,273
2023-05-19,Norte,D,103,86
2023-05-19,Sur,A,181,262
2023-05-19,Sur,B,416,34
2023-05-19,Sur,C,408,117
2023-05-19,Sur,D,368,209
2023-05-19,Este,A,396,136
2023-05-19,Este,B,499,199
2023-05-19,Este,C,467,271
2023-05-19,Este,D,474,247
2023-05-19,Oeste,A,361,133
2023-05-19,Oeste,B,66,30
2023-05-19,Oeste,C,469,157
2023-05-19,Oeste,D,222,232
2023-05-20,Norte,A,458,78
2023-05-20,Norte,B,169,81
2023-05-20,Norte,C,168,59
2023-05-20,Norte,D,94,227
2023-05-20,Sur,A,269,76
2023-05-20,Sur,B,112,137
2023-05-20,Sur,C,476,98
2023-05-20,Sur,D,469,121
2023-05-20,Este,A,349,273
2023-05-20,Este,B,479,139
2023-05-20,Este,C,353,157
2023-05-20,Este,D,438,174
2023-05-20,Oeste,A,178,246
2023-05-20,Oeste,B,487,242
2023-05-20,Oeste,C,383,73
2023-05-20,Oeste,D,368,207
2023-05-21,Norte,A,404,123
2023-05-21,Norte,B,231,269
2023-05-21,Norte,C,486,261
2023-05-21,Norte,D,194,131
2023-05-21,Sur,A,408,99
2023-05-21,Sur,B,317,231
2023-05-21,Sur,C,430,50
2023-05-21,Sur,D,384,149
2023-05-21,Este,A,459,213
2023-05-21,Este,B,123,238
2023-05-21,Este,C,268,105
2023-05-21,Este,D,255,253
2023-05-21,Oeste,A,78,232
2023-05-21,Oeste,B,179,52
2023-05-21,Oeste,C,347,36
2023-05-21,Oeste,D,247,298
2023-05-22,Norte,A,269,267
2023-05-22,Norte,B,127,82
2023-05-22,Norte,C,222,144
2023-05-22,Norte,D,140,260
2023-05-22,Sur,A,120,281
2023-05-22,Sur,B,219,257
2023-05-22,Sur,C,211,125
2023-05-22,Sur,D,400,39
2023-05-22,Este,A,72,288
2023-05-22,Este,B,164,290
2023-05-22,Este,C,338,295
2023-05-22,Este,D,443,244
2023-05-22,Oeste,A,123,178
2023-05-22,Oeste,B,372,133
2023-05-22,Oeste,C,53,95
2023-05-22,Oeste,D,162,242
2023-05-23,Norte,A,104,103
2023-05-23,Norte,B,53,183
2023-05-23,Norte,C,344,178
2023-05-23,Norte,D,183,254
2023-05-23,Sur,A,74,99
2023-05-23,Sur,B,260,206
2023-05-23,Sur,C,159,86
2023-05-23,Sur,D,391,67
2023-05-23,Este,A,338,101
2023-05-23,Este,B,445,288
2023-05-23,Este,C,447,77
2023-05-23,Este,D,414,251
2023-05-23,Oeste,A,204,261
2023-05-23,Oeste,B,458,74
2023-05-23,Oeste,C,454,226
2023-05-23,Oeste,D,218,77
2023-05-24,Norte,A,205,99
2023-05-24,Norte,B,265,280
2023-05-24,Norte,C,356,140
2023-05-24,Norte,D,403,35
2023-05-24,Sur,A,224,169
2023-05-24,Sur,B,457,196
2023-05-24,Sur,C,105,290
2023-05-24,Sur,D,419,61
2023-05-24,Este,A,337,129
2023-05-24,Este,B,478,73
2023-05-24,Este,C,89,250
2023-05-24,Este,D,307,184
2023-05-24,Oeste,A,80,135
2023-05-24,Oeste,B,69,88
2023-05-24,Oeste,C,490,268
2023-05-24,Oeste,D,315,265
2023-05-25,Norte,A,102,21
2023-05-25,Norte,B,313,59
2023-05-25,Norte,C,349,197
2023-05-25,Norte,D,374,34
2023-05-25,Sur,A,62,234
2023-05-25,Sur,B,368,231
2023-05-25,Sur,C,124,31
2023-05-25,Sur,D,233,97
2023-05-25,Este,A,419,93
2023-05-25,Este,B,424,287
2023-05-25,Este,C,417,178
2023-05-25,Este,D,469,274
2023-05-25,Oeste,A,135,214
2023-05-25,Oeste,B,290,270
2023-05-25,Oeste,C,172,125
2023-05-25,Oeste,D,306,171
2023-05-26,Norte,A,190,201
2023-05-26,Norte,B,78,165
2023-05-26,Norte,C,494,86
2023-05-26,Norte,D,76,194
2023-05-26,Sur,A,103,258
2023-05-26,Sur,B,304,195
2023-05-26,Sur,C,276,242
2023-05-26,Sur,D,483,181
2023-05-26,Este,A,321,44
2023-05-26,Este,B,110,62
2023-05-26,Este,C,402,209
2023-05-26,Este,D,191,40
2023-05-26,Oeste,A,230,237
2023-05-26,Oeste,B,79,268
2023-05-26,Oeste,C,205,125
2023-05-26,Oeste,D,430,202
2023-05-27,Norte,A,334,242
2023-05-27,Norte,B,280,218
2023-05-27,Norte,C,282,30
2023-05-27,Norte,D,378,298
2023-05-27,Sur,A,252,81
2023-05-27,Sur,B,166,275
2023-05-27,Sur,C,317,105
2023-05-27,Sur,D,242,176
2023-05-27,Este,A,230,278
2023-05-27,Este,B,181,34
2023-05-27,Este,C,149,50
2023-05-27,Este,D,477,139
2023-05-27,Oeste,A,404,216
2023-05-27,Oeste,B,196,78
2023-05-27,Oeste,C,393,236
2023-05-27,Oeste,D,476,234
2023-05-28,Norte,A,117,277
2023-05-28,Norte,B,386,277
2023-05-28,Norte,C,497,231
2023-05-28,Norte,D,343,269
2023-05-28,Sur,A,303,281
2023-05-28,Sur,B,77,143
2023-05-28,Sur,C,180,82
2023-05-28,Sur,D,105,141
2023-05-28,Este,A,409,225
2023-05-28,Este,B,55,55
2023-05-28,Este,C,134,58
2023-05-28,Este,D,239,188
2023-05-28,Oeste,A,393,259
2023-05-28,Oeste,B,74,102
2023-05-28,Oeste,C,225,250
2023-05-28,Oeste,D,392,191
2023-05-29,Norte,A,399,34
2023-05-29,Norte,B,456,22
2023-05-29,Norte,C,95,227
2023-05-29,Norte,D,146,51
2023-05-29,Sur,A,172,283
2023-05-29,Sur,B,149,63
2023-05-29,Sur,C,139,140
2023-05-29,Sur,D,94,275
2023-05-29,Este,A,487,289
2023-05-29,Este,B,420,75
2023-05-29,Este,C,259,44
2023-05-29,Este,D,85,144
2023-05-29,Oeste,A,104,217
2023-05-29,Oeste,B,95,164
2023-05-29,Oeste,C,210,104
2023-05-29,Oeste,D,417,287
2023-05-30,Norte,A,224,216
2023-05-30,Norte,B,313,40
2023-05-30,Norte,C,458,135
2023-05-30,Norte,D,119,127
2023-05-30,Sur,A,453,277
2023-05-30,Sur,B,338,61
2023-05-30,Sur,C,416,267
2023-05-30,Sur,D,294,246
2023-05-30,Este,A,440,232
2023-05-30,Este,B,255,142
2023-05-30,Este,C,96,77
2023-05-30,Este,D,230,101
2023-05-30,Oeste,A,286,101
2023-05-30,Oeste,B,317,68
2023-05-30,Oeste,C,347,170
2023-05-30,Oeste,D,420,90
2023-05-31,Norte,A,468,179
2023-05-31,Norte,B,67,198
2023-05-31,Norte,C,240,158
2023-05-31,Norte,D,134,192
2023-05-31,Sur,A,217,121
2023-05-31,Sur,B,128,257
2023-05-31,Sur,C,219,124
2023-05-31,Sur,D,372,159
2023-05-31,Este,A,236,165
2023-05-31,Este,B,232,186
2023-05-31,Este,C,139,270
2023-05-31,Este,D,74,203
2023-05-31,Oeste,A,271,239
2023-05-31,Oeste,B,122,247
2023-05-31,Oeste,C,100,92
2023-05-31,Oeste,D,116,149
2023-06-01,Norte,A,422,290
2023-06-01,Norte,B,449,164
2023-06-01,Norte,C,177,289
2023-06-01,Norte,D,466,132
2023-06-01,Sur,A,219,126
2023-06-01,Sur,B,156,25
2023-06-01,Sur,C,53,234
2023-06-01,Sur,D,368,169
2023-06-01,Este,A,339,115
2023-06-01,Este,B,71,80
2023-06-01,Este,C,351,103
2023-06-01,Este,D,496,133
2023-06-01,Oeste,A,188,113
2023-06-01,Oeste,B,171,52
2023-06-01,Oeste,C,475,40
2023-06-01,Oeste,D,430,182
2023-06-02,Norte,A,256,290
2023-06-02,Norte,B,368,269
2023-06-02,Norte,C,73,180
2023-06-02,Norte,D,122,96
2023-06-02,Sur,A,149,161
2023-06-02,Sur,B,315,286
2023-06-02,Sur,C,75,102
2023-06-02,Sur,D,275,246
2023-06-02,Este,A,105,148
2023-06-02,Este,B,462,46
2023-06-02,Este,C,365,209
2023-06-02,Este,D,225,53
2023-06-02,Oeste,A,241,83
2023-06-02,Oeste,B,242,296
2023-06-02,Oeste,C,202,82
2023-06-02,Oeste,D,229,48
2023-06-03,Norte,A,151,93
2023-06-03,Norte,B,65,104
2023-06-03,Norte,C,146,263
2023-06-03,Norte,D,257,148
2023-06-03,Sur,A,182,110
2023-06-03,Sur,B,491,158
2023-06-03,Sur,C,111,189
2023-06-03,Sur,D,278,170
2023-06-03,Este,A,329,189
2023-06-03,Este,B,409,109
2023-06-03,Este,C,340,283
2023-06-03,Este,D,94,94
2023-06-03,Oeste,A,355,35
2023-06-03,Oeste,B,362,125
2023-06-03,Oeste,C,252,154
2023-06-03,Oeste,D,389,84
2023-06-04,Norte,A,149,192
